Gene_acc,Gene_id,bsf,pcf,rank_bsf,rank_pcf,Desc,prot_group
1176,Tb927.10.12180,6.34,5.85,4642,4146,"hypothetical protein, conserved",PG711
1177,Tb927.10.12190,6.39,3.63,4748,990,"RAB-interacting protein, putative",PG712
1178,Tb927.10.12200,3.45,3.8,712,1742,"hypothetical protein, conserved",PG713
1179,Tb927.10.12210,3.29,6.56,279,5508,"ribulose-5-phosphate 3-epimerase, putative",PG714
1180,Tb927.10.12220,3.8,3.62,931,899,"hypothetical protein, conserved",PG715
1181,Tb927.10.12230,4.76,4.93,1392,2472,"hypothetical protein, conserved",PG716
1182,Tb927.10.12240,6.54,6.9,5077,5933,"3-ketoacyl-CoA reductase, putative",PG717
1183,Tb927.10.12250,3.29,3.81,281,1750,"hypothetical protein, conserved",PG718
1184,Tb927.10.12260,6.52,7.67,5037,6426,"cytosolic nonspecific dipeptidase, putative",PG719
1185,Tb927.10.12270,3.35,3.67,489,1223,"methyltransferase domain containing protein, putative",PG720
1186,Tb927.10.12290,6.27,5.71,4484,3795,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative",PG721
1187,Tb927.10.1230,6.71,5.78,5352,3963,Enriched in surface-labeled proteome protein 23,PG722
1188,Tb927.10.12320,4.45,3.64,1141,1040,hypothetical protein,PG723
1189,Tb927.10.12330,7.11,6.46,5881,5362,"zinc finger protein family member, putative",PG724
1190,Tb927.10.12350,3.45,3.61,722,738,"hypothetical protein, conserved",PG725
1191,Tb927.10.12360,7.14,6.74,5923,5759,"hypothetical protein, conserved",PG726
1192,Tb927.10.12370,3.3,6.11,343,4721,gamma-glutamylcysteine synthetase,PG727
1193,Tb927.10.12390,6.42,6.38,4841,5228,"hypothetical protein, conserved",PG728
1194,Tb927.10.1240,3.29,3.54,303,189,"hypothetical protein, conserved",PG729
1195,Tb927.10.12400,4.61,6.52,1270,5455,"membrane transporter protein, putative",PG730
1196,Tb927.10.12410,7.35,7.07,6134,6072,"hypothetical protein, conserved",PG731
1197,Tb927.10.12420,5.58,3.6,2808,648,predicted S. cerevisiae Got1 homologue,PG732
1198,Tb927.10.12430,6.18,6.09,4279,4678,"Noc2p family, putative",PG733
1199,Tb927.10.12440,3.68,6.89,894,5925,"kinesin, putative",PG734
1200,Tb927.10.12450,5.48,3.96,2575,1999,"SNARE domain-containing protein, putative",PG735
1201,Tb927.10.12460,3.2,3.68,39,1313,"Zinc finger, C3HC4 type (RING finger), putative",PG736
1202,Tb927.10.12470,5.84,5.41,3451,3195,Flagellum attachment zone protein 40,PG737
1203,Tb927.10.12490,5.85,5.23,3484,2877,"kinesin, putative",PG738
1204,Tb927.10.1250,6.86,6.17,5569,4855,"Aminoacyl-tRNA editing domain containing protein, putative",PG739
1205,Tb927.10.12500,7.29,7.8,6087,6483,"P-type H+-ATPase, putative",PG740
1206,Tb927.10.12510,6.81,6.64,5487,5627,"P-type H+-ATPase, putative",PG741
1207,Tb927.10.12520,3.71,3.63,901,905,"hypothetical protein, conserved",PG742
1208,Tb927.10.12530,5.55,5.18,2728,2811,"chaperone protein DnaJ, putative",PG743
1209,Tb927.10.12540,5.84,5.99,3457,4447,"NADH-ubiquinone oxidoreductase complex I subunit, putative",PG744
1210,Tb927.10.12550,3.21,3.87,65,1867,"hypothetical protein, conserved",PG745
1211,Tb927.10.12590,6.99,6.19,5743,4890,"hypothetical protein, conserved",PG746
1212,Tb927.10.1260,4.87,5.44,1516,3256,"aspartyl-tRNA synthetase, putative",PG747
1213,Tb927.10.12600,5.13,3.8,1904,1745,Small RNA 2'-O-methyltransferase,PG748
1214,Tb927.10.12620,4.47,5.18,1153,2807,"Protein of unknown function (DUF3648), putative",PG749
1215,Tb927.10.12630,6.68,5.6,5306,3563,Flagellum attachment zone protein 34,PG750
1216,Tb927.10.12640,5.34,3.58,2286,461,"chaperone protein DnaJ, putative",PG751
1217,Tb927.10.12660,6.59,6.28,5153,5058,pumilio/PUF RNA binding protein 2,PG752
1218,Tb927.10.12670,5.77,3.71,3284,1448,"hypothetical protein, conserved",PG753
1219,Tb927.11.9730,8.6,7.96,6608,6527,"60S ribosomal protein L34, putative",PG754
1220,Tb927.10.12680,8.6,7.96,6608,6527,"60S ribosomal protein L34, putative",PG754
1221,Tb927.10.12690,3.5,3.54,780,167,"hypothetical protein, conserved",PG755
1222,Tb927.10.12700,7.64,7.9,6318,6511,"pyruvate dehydrogenase E1 alpha subunit, putative",PG756
1223,Tb927.10.12710,8.06,7.66,6486,6421,"heat shock protein 110, putative",PG757
1224,Tb927.10.12720,5.93,5.79,3689,3977,Bait On Hook 1,PG758
1225,Tb927.10.12740,5.57,5.7,2796,3775,Zinc finger CCCH domain-containing protein 35,PG759
1226,Tb927.10.12780,3.28,3.55,253,244,Zinc finger CCCH domain-containing protein 37,PG760
1227,Tb927.10.1280,6.05,3.57,4006,415,"Domain of unknown function (DUF4499), putative",PG761
1228,Tb927.10.12800,3.41,3.65,647,1147,Zinc finger CCCH domain-containing protein 38,PG762
1229,Tb927.10.12810,5.75,6.08,3240,4639,"cholinephosphate cytidylyltransferase A, putative",PG763
1230,Tb927.10.12820,7.51,3.59,6244,567,"hypothetical protein, conserved",PG764
1231,Tb927.10.12830,5.28,4.8,2158,2359,"acetyltransferase, putative",PG765
1232,Tb927.10.12830,5.28,4.8,2158,2359,"acetyltransferase, putative",PG765
1233,Tb927.10.12840,7.35,7.99,6143,6534,mitochondrial carrier protein,PG766
1234,Tb927.10.12850,5.95,5.75,3725,3897,ttaggg binding factor,PG767
1235,Tb927.10.12860,6.22,5.6,4363,3562,"pre-RNA processing PIH1/Nop17, putative",PG768
1236,Tb927.10.12870,5.72,4.79,3177,2348,Basal body protein,PG769
1237,Tb927.10.12880,4.68,3.61,1335,752,"SET domain containing protein, putative",PG770
1238,Tb927.10.12890,7.32,7.43,6114,6294,"bifunctional aminoacyl-tRNA synthetase, putative",PG771
1239,Tb927.10.12910,6.01,3.56,3889,295,"hypothetical protein, conserved",PG772
1240,Tb927.10.12910,6.01,3.56,3889,295,"hypothetical protein, conserved",PG772
1241,Tb927.10.12920,4.6,3.6,1262,714,Flagellum attachment zone protein 18,PG773
1242,Tb927.10.12930,5.98,5.83,3804,4101,"hypothetical protein, conserved",PG774
1243,Tb927.10.12940,7.23,6.76,6016,5773,predicted zinc finger protein,PG775
1244,Tb927.10.12950,4.73,5.02,1367,2584,Basal body protein,PG776
1245,Tb927.10.12960,7.53,7.22,6256,6181,Ras-related protein Rab5A,PG777
1246,Tb927.10.12970,6.45,6.13,4892,4770,"AN1-like zinc finger, putative",PG778
1247,Tb927.10.12980,5.46,4.91,2540,2451,"Multisite-specific tRNA:(cytosine-C(5))-methyltransferase, putative",PG779
1248,Tb927.10.12990,6.24,5.17,4404,2795,predicted ankyrin repeat family protein,PG780
1249,Tb927.10.13000,3.37,5.96,561,4390,"cAMP phosphodiesterase A, putative",PG781
1250,Tb927.10.13020,5.46,4.9,2534,2443,"Vacuolar protein sorting-associated protein 16 homolog, putative",PG782
1251,Tb927.10.13030,5.4,5.32,2399,3033,"cysteine peptidase, Clan CA, family C2, putative",PG783
1252,Tb927.10.13040,3.3,5.71,315,3801,procyclic-enriched flagellar receptor adenylate cyclase 4,PG784
1253,Tb927.10.13070,4.41,3.57,1106,391,"hypothetical protein, conserved",PG785
1254,Tb927.10.13090,5.27,3.66,2153,1155,"PhoD-like phosphatase, putative",PG786
1255,Tb927.10.1310,5.24,5.3,2080,3001,"Domain of unknown function (DUF4042), putative",PG787
1256,Tb927.10.13100,5.83,3.56,3408,367,Cytokinesis initiation factor 3,PG788
1257,Tb927.10.13110,7.49,6.55,6234,5507,Outer arm dynein light chain 7,PG789
1258,Tb927.10.13120,5.6,4.93,2861,2486,mitochondrial carrier protein,PG790
1259,Tb927.10.13130,5.91,7.02,3637,6037,UTP-glucose-1-phosphate uridylyltransferase,PG791
1260,Tb927.10.13140,6.08,3.71,4071,1436,"hypothetical protein, conserved",PG792
1261,Tb927.10.13150,4.78,3.76,1418,1639,"hypothetical protein, conserved",PG793
1262,Tb927.10.13170,3.29,3.64,291,1016,Mitoribosomal LSU assembly factor 29,PG794
1263,Tb11.v5.0438,3.29,3.64,291,1016,"hypothetical protein, conserved",PG794
1264,Tb927.10.13180,6.04,6.12,3945,4755,"Nrap protein, putative",PG795
1265,Tb927.10.13190,5.17,4.8,1963,2357,"actin-related protein 2/3 complex subunit 1, putative",PG796
1266,Tb927.10.1320,6.08,5.05,4070,2627,"hypothetical protein, conserved",PG797
1267,Tb927.10.13200,4.39,3.77,1096,1673,kinetoplast ribosomal PPR-repeat containing protein 4,PG798
1268,Tb11.v5.0897,4.39,3.77,1096,1673,"hypothetical protein, conserved",PG798
1269,Tb927.10.13210,5.27,5.44,2141,3252,"dolichyl-P-Man:GDP-ManGlcNAc2-PP-dolichyl beta-1,4-mannosyltransferase, putative",PG799
1270,Tb11.v5.0694,5.27,5.44,2141,3252,"glycosyltransferase, putative",PG799
1271,Tb927.10.13220,4.74,4.39,1384,2170,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative",PG800
1272,Tb927.10.13230,5.3,3.97,2207,2006,"hypothetical protein, conserved",PG801
1273,Tb927.10.13240,5.36,5.83,2326,4099,"hypothetical protein, conserved",PG802
1274,Tb927.10.13250,5.62,5.27,2911,2960,"hypothetical protein, conserved",PG803
1275,Tb927.10.13260,4.8,3.61,1440,769,"hypothetical protein, conserved",PG804
1276,Tb11.v5.0845,4.8,3.61,1440,769,"hypothetical protein, conserved",PG804
1277,Tb11.v5.0846,4.8,3.61,1440,769,"hypothetical protein, conserved",PG804
1278,Tb927.10.13280,6.43,5.93,4856,4333,"hypothetical protein, conserved",PG805
1279,Tb927.10.13290,6.79,6.13,5463,4762,ethanolamine phosphotransferase (EPT),PG806
1280,Tb927.10.13300,4.66,6.2,1312,4924,Mitochondrial ribosomal protein S8,PG807
1281,Tb927.10.13310,5.98,3.83,3794,1798,"DNA-directed RNA polymerase I subunit RPB5z, putative",PG808
1282,Tb927.10.13320,6.6,6.1,5161,4693,"DNA-directed RNA polymerase II/III subunit, putative",PG809
1283,Tb927.10.13330,5.15,3.76,1932,1645,"paraflagellar rod component, putative",PG810
1284,Tb11.v5.0893,5.15,3.76,1932,1645,"hypothetical protein, conserved",PG810
1285,Tb927.10.13335,5.72,3.82,3184,1774,"Zinc-finger of C2H2 type, putative",PG811
1286,Tb927.10.13350,3.4,3.69,626,1322,"hypothetical protein, conserved",PG812
1287,Tb927.10.13360,7.1,7.9,5865,6512,"Elongation factor Tu, mitochondrial",PG813
1288,Tb927.10.13370,6.34,3.58,4643,462,"dynein light chain Tctex-type, putative",PG814
1289,Tb927.10.13380,4.24,3.53,1034,158,Origin recognition complex subunit 4-like protein,PG815
1290,Tb927.10.1340,4.65,5.18,1306,2809,"hypothetical protein, conserved",PG816
1291,Tb927.10.13430,5.89,7.63,3581,6409,"citrate synthase, putative",PG817
1292,Tb927.10.13450,6.31,5.81,4583,4041,"hypothetical protein, conserved",PG818
1293,Tb927.10.13470,5.43,5.23,2484,2881,"PA26 p53-induced protein (sestrin), putative",PG819
1294,Tb927.10.13480,6.35,5.07,4664,2666,"CAMK/CAMKL family protein kinase, putative",PG820
1295,Tb927.10.13490,3.36,3.62,530,860,"CAMK/CAMKL family protein kinase, putative",PG821
1296,Tb927.10.1350,3.32,3.68,395,1314,"hypothetical protein, conserved",PG822
1297,Tb11.v5.0706,3.32,3.68,395,1314,"hypothetical protein, conserved",PG822
1298,Tb927.11.9710,8.21,7.69,6522,6432,"60S ribosomal protein L10a, putative",PG823
1299,Tb927.10.13500,8.21,7.69,6522,6432,60S ribosomal protein L10a,PG823
1300,Tb927.10.13510,6.32,6.69,4600,5691,"zinc metallopeptidase, putative",PG824
1301,Tb927.10.13513,6.47,3.68,4946,1280,"Dpy-30 motif containing protein, putative",PG825
1302,Tb927.10.13517,8.47,8.16,6593,6573,"40S ribosomal protein S27-like, putative",PG826
1303,Tb927.10.13520,6.47,5.38,4932,3152,"Zn-finger in Ran binding protein and others/FYVE zinc finger, putative",PG827
1304,Tb927.10.13540,6.17,5.57,4239,3513,"RNA-binding protein, putative",PG828
1305,Tb927.10.13550,6.01,5.74,3877,3861,"hypothetical protein, conserved",PG829
1306,Tb927.10.13560,6.01,6.93,3868,5955,mevalonate-diphosphate decarboxylase,PG830
1307,Tb927.10.14080,5.97,5.77,3787,3922,"RNA-binding protein 27, putative",PG831
1308,Tb927.10.13570,5.97,5.77,3787,3922,"RNA-binding protein, putative",PG831
1309,Tb927.10.13580,3.21,4.03,61,2064,"major facilitator superfamily protein (MFS), putative",PG832
1310,Tb927.10.13600,3.19,5.62,22,3603,Cardiolipin-dependent protein 18kDa,PG833
1311,Tb927.10.13610,6.11,4.5,4137,2207,"zinc-finger of a C2HC-type/Double zinc ribbon, putative",PG834
1312,Tb927.10.13620,4.97,5.8,1650,4009,nadh-ubiquinone oxidoreductase 39 kda subunit,PG835
1313,Tb927.10.13630,7.26,6.53,6050,5474,"glucosidase, putative",PG836
1314,Tb927.10.13640,5.17,3.84,1968,1813,"hypothetical protein, conserved",PG837
1315,Tb927.10.13650,7.1,6.2,5874,4934,"ADP-ribosylation factor-like protein 2-binding protein, putative",PG838
1316,Tb927.10.13660,5.58,5.92,2819,4297,"Domain of unknown function DUF21, putative",PG839
1317,Tb927.10.13670,6.58,6.58,5125,5549,serine/threonine protein phosphatase 5,PG840
1318,Tb927.10.13680,4.53,3.79,1191,1708,"lipase domain protein, putative",PG841
1319,Tb11.v5.0627,4.53,3.79,1191,1708,"lipase domain protein, putative",PG841
1320,Tb927.10.1370,3.23,3.58,117,447,"hypothetical protein, conserved",PG842
1321,Tb927.10.13710,7.43,6.2,6202,4914,"Activator of Hsp90 ATPase, N-terminal/Activator of Hsp90 ATPase homolog 1-like protein, putative",PG843
1322,Tb927.10.13720,7.52,6.74,6250,5752,"RNA-binding protein 29, putative",PG844
1323,Tb927.10.13730,6.4,5.83,4776,4089,"60S ribosomal protein L7, putative",PG845
1324,Tb927.10.13740,6.29,5.56,4529,3484,Flagellum attachment zone protein 35,PG846
1325,Tb927.10.13760,5.5,4.04,2611,2073,"hypothetical protein, conserved",PG847
1326,Tb927.10.13770,5.4,6.51,2407,5435,"hypothetical protein, conserved",PG848
1327,Tb927.10.13790,7.53,5.57,6257,3511,"hypothetical protein, conserved",PG849
1328,Tb927.10.13800,6.89,6.68,5629,5671,"hypothetical protein, conserved",PG850
1329,Tb927.10.13810,3.4,6.18,620,4864,"hypothetical protein, conserved",PG851
1330,Tb927.10.13820,3.4,5.58,631,3527,"Mitochondrial SSU ribosomal protein, putative",PG852
1331,Tb927.10.13830,6.11,6.34,4125,5157,Presequence translocase-associated motor 27,PG853
1332,Tb927.10.13840,6.39,5.32,4762,3031,"Domain of unknown function (DUF4475), putative",PG854
1333,Tb927.10.13850,5.6,5.68,2851,3739,"ATP12 chaperone protein, putative",PG855
1334,Tb927.10.13860,6.89,6.0,5626,4484,GPI-anchor transamidase subunit 8 (GPI8),PG856
1335,Tb927.10.13870,5.61,3.66,2885,1213,"tubulin tyrosine ligase protein, putative",PG857
1336,Tb927.10.13880,5.59,3.94,2843,1978,"hypothetical protein, conserved",PG858
1337,Tb927.10.1390,7.48,7.54,6232,6370,Hypoxanthine-guanine-xanthine phosphoribosyltransferase,PG859
1338,Tb927.10.13920,3.53,6.09,803,4675,"hypothetical protein, conserved",PG860
1339,Tb927.10.13930,5.95,3.67,3726,1259,"phosphatidic acid phosphatase, putative",PG861
1340,Tb927.10.13950,7.1,5.49,5878,3345,"tubulin-specific chaperone, putative",PG862
1341,Tb927.10.13960,6.57,5.7,5109,3784,paralyzed flagella protein 20,PG863
1342,Tb927.10.13970,5.84,5.78,3450,3944,"uracil-DNA glycosylase, putative",PG864
1343,Tb927.10.13980,6.47,5.8,4938,4013,"btb/poz domain containing protein, putative",PG865
1344,Tb927.10.13990,5.22,5.06,2047,2635,"Pentatricopeptide repeat protein (PPR), putative",PG866
1345,Tb927.10.1400,7.34,7.35,6131,6269,hypoxanthine-guanine phosphoribosyltransferase,PG867
1346,Tb927.10.1470,7.34,7.35,6131,6269,hypoxanthine-guanine phosphoribosyltransferase,PG867
1347,Tb927.10.14000,6.67,7.25,5285,6216,aconitase,PG868
1348,Tb927.10.14010,7.15,6.91,5944,5937,tubulin cofactor C domain-containing protein RP2,PG869
1349,Tb927.10.14020,3.59,5.21,856,2853,"hypothetical protein, conserved",PG870
1350,Tb927.10.14030,7.45,6.6,6220,5568,"hypothetical protein, conserved",PG871
1351,Tb927.10.14040,7.04,6.42,5805,5311,"vacuolar ATP synthase subunit c, putative",PG872
1352,Tb927.10.14090,6.32,6.7,4610,5699,"transporter, putative",PG873
1353,Tb927.10.1410,4.23,5.04,1033,2618,"hypothetical protein, conserved",PG874
1354,Tb927.10.14110,6.32,6.94,4595,5960,"13 kDa deflagellation-inducible protein, putative",PG875
1355,Tb927.10.14130,6.93,6.56,5664,5511,"SRP19 protein, putative",PG876
1356,Tb927.10.14140,8.82,7.69,6626,6438,pyruvate kinase 1,PG877
1357,Tb11.v5.0605,8.82,7.69,6626,6438,"pyruvate kinase 1, putative",PG877
1358,Tb927.10.14150,7.66,7.03,6330,6042,EnigmRBP1,PG878
1359,Tb927.10.14160,7.43,3.58,6201,471,Aquaglyceroporin 3,PG879
1360,Tb927.10.14170,7.35,3.9,6142,1913,aquaglyceroporin 2,PG880
1361,Tb927.10.14180,7.37,7.24,6159,6204,protein transport protein SEC13,PG881
1362,Tb927.10.14190,6.04,5.51,3963,3378,"hypothetical protein, conserved",PG882
1363,Tb927.10.1420,6.78,6.67,5442,5663,"metallo-peptidase, Clan MG, Family M24",PG883
1364,Tb11.v5.0783,6.78,6.67,5442,5663,"methionine aminopeptidase 2, putative",PG883
1365,Tb927.10.14200,6.32,5.97,4594,4416,syntaxin 5,PG884
1366,Tb927.10.14210,6.04,3.69,3951,1339,TFIIH basal transcription factor subunit,PG885
1367,Tb927.10.14220,6.11,5.71,4134,3797,"hypothetical protein, conserved",PG886
1368,Tb927.10.14230,4.57,3.63,1233,976,"hypothetical protein, conserved",PG887
1369,Tb927.10.14240,6.99,6.55,5740,5498,N-myristoyltransferase,PG888
1370,Tb11.v5.0859,6.99,6.55,5740,5498,"N-myristoyl transferase, putative",PG888
1371,Tb927.10.14250,3.22,5.73,90,3844,"hypothetical protein, conserved",PG889
1372,Tb927.10.14260,3.3,3.81,320,1770,"AP-4 complex subunit sigma-1, putative",PG890
1373,Tb927.10.14280,5.52,5.34,2664,3073,mitochondrial carrier protein,PG891
1374,Tb927.10.1430,7.32,6.1,6109,4689,"hypothetical protein, conserved",PG892
1375,Tb927.10.14300,5.64,4.96,2969,2523,"MEKK-related kinase 1, putative",PG893
1376,Tb927.10.14310,5.84,5.71,3458,3791,"hypothetical protein, conserved",PG894
1377,Tb927.10.14320,6.47,5.83,4944,4092,Flagellum attachment zone protein 9,PG895
1378,Tb927.10.14330,5.61,5.9,2883,4252,"Utp14 protein, putative",PG896
1379,Tb927.10.14340,5.94,5.85,3710,4153,"hypothetical protein, conserved",PG897
1380,Tb11.v5.0843,5.94,5.85,3710,4153,"hypothetical protein, conserved",PG897
1381,Tb927.10.14350,5.54,6.52,2709,5447,"hypothetical protein, conserved",PG898
1382,Tb927.10.14360,6.2,4.0,4316,2037,U2 small nuclear ribonucleoprotein 40K,PG899
1383,Tb927.10.14370,3.37,5.73,558,3836,"hypothetical protein, conserved",PG900
1384,Tb927.10.14380,6.03,5.86,3926,4185,"Hsp70 protein, putative",PG901
1385,Tb927.10.14390,6.93,6.63,5663,5613,FACT complex subunit POB3,PG902
1386,Tb927.10.1440,3.33,5.83,432,4096,"hypothetical protein, conserved",PG903
1387,Tb927.10.14400,4.68,3.59,1329,616,"hypothetical protein, conserved",PG904
1388,Tb11.v5.0805,4.68,3.59,1329,616,"hypothetical protein, conserved",PG904
1389,Tb927.10.14410,3.73,3.58,907,470,"leucine-rich repeat protein (LRRP), putative",PG905
1390,Tb927.10.14420,4.49,3.65,1162,1068,"Serine/threonine-protein kinase NEK16, putative",PG906
1391,Tb927.10.14430,4.83,4.88,1472,2419,"hypothetical protein, conserved",PG907
1392,Tb927.10.14440,3.29,5.35,295,3100,b9 domain-containing protein 1,PG908
1393,Tb927.10.14460,5.31,4.65,2215,2269,"leucine-rich repeat protein (LRRP), putative",PG909
1394,Tb927.10.14470,6.7,5.97,5332,4411,intraflagellar transport protein 140,PG910
1395,Tb927.10.14480,5.49,4.84,2599,2388,"hypothetical protein, conserved",PG911
1396,Tb927.10.1450,6.34,5.5,4648,3359,Centrin arm-associated protein 1,PG912
1397,Tb927.10.14500,7.78,7.12,6370,6111,"hypothetical protein, conserved",PG913
1398,Tb927.10.14510,6.71,6.26,5342,5014,"root hair defective 3 GTP-binding protein (RHD3), putative",PG914
1399,Tb927.10.14520,6.61,5.94,5201,4338,Basal body protein,PG915
1400,Tb927.10.14530,6.98,6.1,5736,4686,19S proteasome non-atpase subunit 8,PG916
1401,Tb927.10.14550,7.33,7.47,6126,6322,ATP-dependent RNA helicase HEL67,PG917
1402,Tb927.10.14560,6.11,5.39,4126,3162,"TPR repeat, putative",PG918
1403,Tb927.10.14570,6.3,6.07,4567,4620,"kinesin motor domain containing protein, putative",PG919
1404,Tb927.11.4820,7.95,7.58,6447,6390,"60S ribosomal protein L17, putative",PG920
1405,Tb927.10.14580,7.95,7.58,6447,6390,"60S ribosomal protein L17, putative",PG920
1406,Tb927.10.14590,5.18,3.99,1974,2031,"Protein of unknown function (DUF1279), putative",PG921
1407,Tb927.10.1460,4.82,3.91,1465,1939,"NEK family Serine/threonine-protein kinase, putative",PG922
1408,Tb927.10.14710,8.04,7.99,6475,6532,"40S ribosomal protein S2, putative",PG923
1409,Tb927.10.14600,8.04,7.99,6475,6532,"40S ribosomal protein S2, putative",PG923
1410,Tb927.10.14610,6.48,6.12,4958,4743,"leucine-rich repeat protein (LRRP), putative",PG924
1411,Tb927.10.14640,5.43,5.08,2469,2681,"Rtf2 RING-finger, putative",PG925
1412,Tb927.10.14650,5.83,6.15,3425,4813,"hypothetical protein, conserved",PG926
1413,Tb927.10.14660,5.51,3.72,2634,1508,"hypothetical protein, conserved",PG927
1414,Tb927.10.14680,6.46,5.95,4912,4358,"ribosome biogenesis protein, putative",PG928
1415,Tb927.10.14690,6.46,5.78,4911,3969,"syntaxin, putative",PG929
1416,Tb927.10.14700,7.51,7.33,6248,6257,"hypothetical protein, conserved",PG930
1417,Tb927.10.14720,5.51,6.09,2635,4660,peroxin 13,PG931
1418,Tb927.10.14730,6.41,6.29,4796,5078,"chaperone protein DnaJ, putative",PG932
1419,Tb927.10.14740,7.16,6.17,5947,4854,"hypothetical protein, conserved",PG933
1420,Tb927.10.14620,7.16,6.17,5947,4854,"hypothetical protein, conserved",PG933
1421,Tb11.v5.1063,7.16,6.17,5947,4854,"hypothetical protein, conserved",PG933
1422,Tb927.10.14750,7.55,7.38,6275,6276,"fibrillarin, putative",PG934
1423,Tb927.10.14630,7.55,7.38,6275,6276,"fibrillarin, putative",PG934
1424,Tb927.10.14760,7.88,4.13,6419,2112,"clathrin light chain, putative",PG935
1425,Tb927.10.14770,7.02,6.61,5786,5572,Associated kinase of Tb14-3-3,PG936
1426,Tb927.10.14780,7.34,6.82,6128,5836,Canertinib-binding protein kinase 1,PG937
1427,Tb927.10.14790,7.56,7.46,6276,6311,"metallo-peptidase, Clan MG, Family M24",PG938
1428,Tb927.10.14810,7.23,7.47,6017,6323,"multiprotein-bridging factor 1, putative",PG939
1429,Tb927.10.14840,7.81,8.17,6384,6575,Mitochondrial ADP/ATP carrier protein 5a,PG940
1430,Tb927.10.14830,7.81,8.17,6384,6575,Mitochondrial ADP/ATP carrier protein 5b,PG940
1431,Tb927.10.14820,7.81,8.17,6384,6575,Mitochondrial ADP/ATP carrier protein 5c,PG940
1432,Tb927.10.14860,5.38,5.91,2373,4279,NADH-ubiquinone oxidoreductase B14 subunit,PG941
1433,Tb927.10.14870,5.98,5.82,3803,4075,"hypothetical protein, conserved",PG942
1434,Tb927.10.14880,5.22,3.63,2057,957,centrosomal protein of 104 kDa,PG943
1435,Tb927.10.1490,6.82,6.48,5500,5398,"Temperature dependent protein affecting M2 dsRNA replication, putative",PG944
1436,Tb11.v5.0875,6.82,6.48,5500,5398,"hypothetical protein, conserved",PG944
1437,Tb927.10.14910,6.18,3.62,4291,876,"Sarcalumenin, putative",PG945
1438,Tb927.10.14930,6.57,6.76,5123,5778,Zinc finger CCCH domain-containing protein 39,PG946
1439,Tb927.10.14950,6.9,6.51,5634,5439,Zinc finger CCCH domain-containing protein 40,PG947
1440,Tb927.10.14980,7.29,6.68,6085,5667,intraflagellar transport protein 52,PG948
1441,Tb927.10.14990,6.89,6.34,5623,5173,intraflagellar transport protein 80,PG949
1442,Tb927.10.1500,7.09,7.24,5857,6206,"methionyl-tRNA synthetase, putative",PG950
1443,Tb927.10.15000,6.88,6.51,5608,5434,"hypothetical protein, conserved",PG951
1444,Tb927.10.15010,5.92,5.47,3658,3320,"lipoic acid synthetase, mitochondrial precursor, putative",PG952
1445,Tb927.10.15020,5.11,4.58,1856,2237,"CMGC/DYRK protein kinase, putative",PG953
1446,Tb11.v5.0633,5.11,4.58,1856,2237,"protein kinase, putative",PG953
1447,Tb927.10.15040,3.31,3.63,380,960,"hypothetical protein, conserved",PG954
1448,Tb927.10.15080,4.94,5.02,1614,2592,WD40 Repeat 1,PG955
1449,Tb927.10.1510,7.04,6.7,5801,5698,CCR4-NOT transcription complex subunit 1,PG956
1450,Tb927.2.5910,8.17,8.02,6514,6543,"40S ribosomal protein S13, putative",PG957
1451,Tb927.10.15120,8.17,8.02,6514,6543,"40S ribosomal protein S13, putative",PG957
1452,Tb927.10.15130,6.25,6.06,4434,4606,"Vesicle-trafficking protein SEC22, putative",PG958
1453,Tb927.10.15140,5.7,3.69,3139,1348,"hypothetical protein, conserved",PG959
1454,Tb927.10.15150,5.34,5.78,2296,3967,"DNA-directed RNA polymerase III subunit C11, putative",PG960
1455,Tb927.10.15160,5.35,4.81,2298,2365,"hypothetical protein, conserved",PG961
1456,Tb927.10.15170,6.11,5.83,4132,4091,"hypothetical protein, conserved",PG962
1457,Tb927.10.15180,7.39,7.28,6170,6236,"nucleosome assembly protein, putative",PG963
1458,Tb927.10.15190,4.93,3.54,1583,176,Basal body protein,PG964
1459,Tb927.10.1520,6.55,5.97,5082,4422,"ras-related protein Rab21, putative",PG965
1460,Tb927.10.15200,6.22,3.56,4369,320,"Predicted coiled-coil domain-containing protein (DUF2360), putative",PG966
1461,Tb927.10.15210,6.23,5.76,4390,3912,nuclear cap binding complex subunit CBP30,PG967
1462,Tb927.10.15220,5.97,6.14,3781,4785,"hypothetical protein, conserved",PG968
1463,Tb927.10.15230,5.11,6.06,1867,4615,"hypothetical protein, conserved",PG969
1464,Tb927.10.15240,3.79,3.61,928,819,"hypothetical protein, conserved",PG970
1465,Tb927.10.15280,6.0,4.71,3841,2307,"Domain of Unknown Function (DUF1042), putative",PG971
1466,Tb11.v5.0999,6.0,4.71,3841,2307,"Domain of Unknown Function (DUF1042), putative",PG971
1467,Tb927.10.15290,5.88,5.6,3551,3557,"tubulin binding cofactor c, putative",PG972
1468,Tb11.v5.0628,5.88,5.6,3551,3557,"tubulin binding cofactor c, putative",PG972
1469,Tb927.10.1530,4.56,3.67,1217,1225,"hypothetical protein, conserved",PG973
1470,Tb927.10.15300,4.52,4.65,1181,2268,"Calcium/calmodulin-dependent protein kinase kinase, putative",PG974
1471,Tb11.v5.0515,4.52,4.65,1181,2268,"protein kinase, putative",PG974
